device,path,url,title,performance,accessibility,best_practices,seo,categories_under_70,lcp,fcp,tbt,cls,speed_index,indexable
mobile,/service-areas/mohave-county-az/bullhead-city/,https://azmortgage.vercel.app/service-areas/mohave-county-az/bullhead-city/,Bullhead City - Arizona Home Loans | The Mortgage Brothers,100,100,100,69,seo,1.9 s,1.0 s,0 ms,0,1.0 s,no
mobile,/service-areas/mohave-county-az/chloride/,https://azmortgage.vercel.app/service-areas/mohave-county-az/chloride/,Chloride - Arizona Home Loans | The Mortgage Brothers,99,100,100,69,seo,1.9 s,1.1 s,0 ms,0,1.1 s,no
mobile,/service-areas/mohave-county-az/colorado-city/,https://azmortgage.vercel.app/service-areas/mohave-county-az/colorado-city/,Colorado City - Arizona Home Loans | The Mortgage Brothers,99,100,100,69,seo,2.0 s,1.1 s,0 ms,0,1.1 s,no
mobile,/service-areas/mohave-county-az/fort-mohave/,https://azmortgage.vercel.app/service-areas/mohave-county-az/fort-mohave/,Fort Mohave - Arizona Home Loans | The Mortgage Brothers,99,100,100,69,seo,2.0 s,1.1 s,0 ms,0,1.1 s,no
mobile,/service-areas/mohave-county-az/golden-valley/,https://azmortgage.vercel.app/service-areas/mohave-county-az/golden-valley/,Arizona Mortgage Broker Service Areas – Counties We Serve,99,100,100,69,seo,2.0 s,1.1 s,0 ms,0,1.1 s,no
mobile,/service-areas/mohave-county-az/kingman/,https://azmortgage.vercel.app/service-areas/mohave-county-az/kingman/,Kingman - Arizona Home Loans | The Mortgage Brothers,99,100,100,69,seo,2.0 s,1.1 s,0 ms,0,1.1 s,no
mobile,/service-areas/mohave-county-az/lake-havasu-city/,https://azmortgage.vercel.app/service-areas/mohave-county-az/lake-havasu-city/,Lake Havasu City - Arizona Home Loans | The Mortgage Brothers,99,100,100,69,seo,2.0 s,1.1 s,0 ms,0,1.1 s,no
mobile,/service-areas/navajo-county-az/holbrook/,https://azmortgage.vercel.app/service-areas/navajo-county-az/holbrook/,Holbrook - Arizona Home Loans | The Mortgage Brothers,100,100,100,69,seo,1.9 s,1.0 s,0 ms,0,1.0 s,no
mobile,/service-areas/navajo-county-az/pinetop-lakeside/,https://azmortgage.vercel.app/service-areas/navajo-county-az/pinetop-lakeside/,Arizona Mortgage Broker Service Areas – Counties We Serve,99,100,100,69,seo,1.9 s,1.1 s,0 ms,0,1.1 s,no
mobile,/service-areas/navajo-county-az/pinetop/,https://azmortgage.vercel.app/service-areas/navajo-county-az/pinetop/,Pinetop - Arizona Home Loans | The Mortgage Brothers,99,100,100,69,seo,2.0 s,1.1 s,0 ms,0,1.1 s,no
mobile,/service-areas/navajo-county-az/show-low/,https://azmortgage.vercel.app/service-areas/navajo-county-az/show-low/,Show Low - Arizona Home Loans | The Mortgage Brothers,99,100,100,69,seo,2.0 s,1.1 s,0 ms,0,1.1 s,no
mobile,/service-areas/navajo-county-az/snowflake/,https://azmortgage.vercel.app/service-areas/navajo-county-az/snowflake/,Arizona Mortgage Broker Service Areas – Counties We Serve,99,100,100,69,seo,2.0 s,1.1 s,0 ms,0,1.1 s,no
mobile,/service-areas/navajo-county-az/taylor/,https://azmortgage.vercel.app/service-areas/navajo-county-az/taylor/,Taylor - Arizona Home Loans | The Mortgage Brothers,99,100,100,69,seo,1.9 s,1.1 s,0 ms,0,1.1 s,no
mobile,/service-areas/navajo-county-az/winslow/,https://azmortgage.vercel.app/service-areas/navajo-county-az/winslow/,Winslow - Arizona Home Loans | The Mortgage Brothers,100,100,100,69,seo,1.9 s,1.0 s,0 ms,0,1.0 s,no
mobile,/service-areas/pima-county-az/catalina-foothills/,https://azmortgage.vercel.app/service-areas/pima-county-az/catalina-foothills/,Arizona Mortgage Broker Service Areas – Counties We Serve,100,100,100,69,seo,1.9 s,1.0 s,0 ms,0,1.0 s,no
mobile,/service-areas/pima-county-az/green-valley/,https://azmortgage.vercel.app/service-areas/pima-county-az/green-valley/,Arizona Mortgage Broker Service Areas – Counties We Serve,100,100,100,69,seo,1.9 s,1.0 s,0 ms,0,1.0 s,no
mobile,/service-areas/pima-county-az/marana/,https://azmortgage.vercel.app/service-areas/pima-county-az/marana/,Arizona Mortgage Broker Service Areas – Counties We Serve,99,100,100,69,seo,2.0 s,1.1 s,0 ms,0,1.1 s,no
mobile,/service-areas/pima-county-az/oro-valley/,https://azmortgage.vercel.app/service-areas/pima-county-az/oro-valley/,Oro Valley - Arizona Home Loans | The Mortgage Brothers,99,100,100,69,seo,2.0 s,1.1 s,0 ms,0,1.1 s,no
mobile,/service-areas/pima-county-az/sahuarita/,https://azmortgage.vercel.app/service-areas/pima-county-az/sahuarita/,Sahuarita - Arizona Home Loans | The Mortgage Brothers,99,100,100,69,seo,2.0 s,1.1 s,0 ms,0,1.1 s,no
mobile,/service-areas/pima-county-az/south-tucson/,https://azmortgage.vercel.app/service-areas/pima-county-az/south-tucson/,Arizona Mortgage Broker Service Areas – Counties We Serve,99,100,100,69,seo,2.0 s,1.1 s,0 ms,0,1.1 s,no
mobile,/service-areas/pima-county-az/tucson/,https://azmortgage.vercel.app/service-areas/pima-county-az/tucson/,Tucson - Arizona Home Loans | The Mortgage Brothers,100,100,100,69,seo,1.9 s,1.0 s,0 ms,0,1.0 s,no
mobile,/service-areas/pima-county-az/vail/,https://azmortgage.vercel.app/service-areas/pima-county-az/vail/,Vail - Arizona Home Loans | The Mortgage Brothers,99,100,100,69,seo,1.9 s,1.1 s,0 ms,0,1.1 s,no
mobile,/service-areas/pinal-county-az/casa-grande/,https://azmortgage.vercel.app/service-areas/pinal-county-az/casa-grande/,Casa Grande Mortgage Experts – Local Home Loan Partners,100,100,100,69,seo,1.8 s,1.0 s,0 ms,0,1.0 s,no
mobile,/service-areas/pinal-county-az/eloy/,https://azmortgage.vercel.app/service-areas/pinal-county-az/eloy/,Arizona Mortgage Broker Service Areas – Counties We Serve,99,100,100,69,seo,2.0 s,1.1 s,0 ms,0,1.1 s,no
mobile,/service-areas/pinal-county-az/florence/,https://azmortgage.vercel.app/service-areas/pinal-county-az/florence/,Florence Mortgage Experts – Local Home Loan Partners,99,100,100,69,seo,1.9 s,1.1 s,0 ms,0,1.1 s,no
mobile,/service-areas/pinal-county-az/mammoth/,https://azmortgage.vercel.app/service-areas/pinal-county-az/mammoth/,Arizona Mortgage Broker Service Areas – Counties We Serve,99,100,100,69,seo,1.9 s,1.1 s,0 ms,0,1.1 s,no
mobile,/service-areas/pinal-county-az/maricopa/,https://azmortgage.vercel.app/service-areas/pinal-county-az/maricopa/,Arizona Mortgage Broker Service Areas – Counties We Serve,99,100,100,69,seo,1.9 s,1.1 s,0 ms,0,1.1 s,no
mobile,/service-areas/pinal-county-az/queen-creek/,https://azmortgage.vercel.app/service-areas/pinal-county-az/queen-creek/,Queen Creek Mortgage Experts – Local Home Loan Partners,100,100,100,69,seo,1.8 s,1.0 s,0 ms,0,1.0 s,no
mobile,/service-areas/pinal-county-az/san-tan-valley/,https://azmortgage.vercel.app/service-areas/pinal-county-az/san-tan-valley/,San Tan Valley Mortgage Experts - Local Home Loan Partners,99,100,100,69,seo,2.0 s,1.1 s,0 ms,0,1.1 s,no
mobile,/service-areas/pinal-county-az/superior/,https://azmortgage.vercel.app/service-areas/pinal-county-az/superior/,Arizona Mortgage Broker Service Areas – Counties We Serve,99,100,100,69,seo,2.0 s,1.1 s,0 ms,0,1.1 s,no
mobile,/service-areas/santa-cruz-county-az/nogales/,https://azmortgage.vercel.app/service-areas/santa-cruz-county-az/nogales/,Arizona Mortgage Broker Service Areas – Counties We Serve,100,100,100,69,seo,1.9 s,1.0 s,0 ms,0,1.0 s,no
mobile,/service-areas/santa-cruz-county-az/patagonia/,https://azmortgage.vercel.app/service-areas/santa-cruz-county-az/patagonia/,Arizona Mortgage Broker Service Areas – Counties We Serve,99,100,100,69,seo,2.0 s,1.1 s,0 ms,0,1.1 s,no
mobile,/service-areas/santa-cruz-county-az/rio-rico/,https://azmortgage.vercel.app/service-areas/santa-cruz-county-az/rio-rico/,Arizona Mortgage Broker Service Areas – Counties We Serve,99,100,100,69,seo,1.9 s,1.1 s,0 ms,0,1.1 s,no
mobile,/service-areas/santa-cruz-county-az/santa-cruz/,https://azmortgage.vercel.app/service-areas/santa-cruz-county-az/santa-cruz/,Santa Cruz AZ Mortgage Experts – Your Home Loan Partners,99,100,100,69,seo,2.0 s,1.1 s,0 ms,0,1.1 s,no
mobile,/service-areas/santa-cruz-county-az/tubac/,https://azmortgage.vercel.app/service-areas/santa-cruz-county-az/tubac/,Arizona Mortgage Broker Service Areas – Counties We Serve,99,100,100,69,seo,2.0 s,1.1 s,0 ms,0,1.1 s,no
mobile,/service-areas/yavapai-county-az/camp-verde/,https://azmortgage.vercel.app/service-areas/yavapai-county-az/camp-verde/,Arizona Mortgage Broker Service Areas – Counties We Serve,100,100,100,69,seo,1.9 s,1.0 s,0 ms,0,1.0 s,no
mobile,/service-areas/yavapai-county-az/chino-valley/,https://azmortgage.vercel.app/service-areas/yavapai-county-az/chino-valley/,Chino Valley Mortgages: Get Trusted Mortgage Broker in Chino Valley,99,100,100,69,seo,2.0 s,1.1 s,0 ms,0,1.1 s,no
mobile,/service-areas/yavapai-county-az/cottonwood/,https://azmortgage.vercel.app/service-areas/yavapai-county-az/cottonwood/,Cottonwood Mortgages: Your Trusted Mortgage Broker in Cottonwood,99,100,100,69,seo,1.9 s,1.1 s,0 ms,0,1.1 s,no
mobile,/service-areas/yavapai-county-az/dewey-humboldt/,https://azmortgage.vercel.app/service-areas/yavapai-county-az/dewey-humboldt/,Arizona Mortgage Broker Service Areas – Counties We Serve,99,100,100,69,seo,2.0 s,1.1 s,0 ms,0,1.1 s,no
mobile,/service-areas/yavapai-county-az/jerome/,https://azmortgage.vercel.app/service-areas/yavapai-county-az/jerome/,Jerome Mortgages – Get Your Local Mortgage Broker in Jerome,99,100,100,69,seo,2.0 s,1.1 s,0 ms,0,1.1 s,no
mobile,/service-areas/yavapai-county-az/prescott/,https://azmortgage.vercel.app/service-areas/yavapai-county-az/prescott/,Prescott Mortgages: Your Local Mortgage Broker in Prescott,99,100,100,69,seo,1.9 s,1.1 s,0 ms,0,1.1 s,no
mobile,/service-areas/yavapai-county-az/sedona/,https://azmortgage.vercel.app/service-areas/yavapai-county-az/sedona/,Arizona Mortgage Broker Service Areas – Counties We Serve,99,100,100,69,seo,2.0 s,1.1 s,0 ms,0,1.1 s,no
mobile,/service-areas/yavapai-county-az/yavapai-hills/,https://azmortgage.vercel.app/service-areas/yavapai-county-az/yavapai-hills/,Yavapai Hills Mortgages – Get Trusted Mortgage Broker in Yavapai Hills,99,100,100,69,seo,2.0 s,1.1 s,0 ms,0,1.1 s,no
mobile,/service-areas/yuma-county-az/san-luis/,https://azmortgage.vercel.app/service-areas/yuma-county-az/san-luis/,San Luis - Arizona Home Loans | The Mortgage Brothers,100,100,100,69,seo,1.9 s,0.9 s,0 ms,0,0.9 s,no
mobile,/service-areas/yuma-county-az/somerton/,https://azmortgage.vercel.app/service-areas/yuma-county-az/somerton/,Arizona Mortgage Broker Service Areas – Counties We Serve,99,100,100,69,seo,2.0 s,1.1 s,0 ms,0,1.1 s,no
mobile,/service-areas/yuma-county-az/wellton/,https://azmortgage.vercel.app/service-areas/yuma-county-az/wellton/,Arizona Mortgage Broker Service Areas – Counties We Serve,100,100,100,69,seo,1.6 s,1.1 s,0 ms,0,1.1 s,no
mobile,/service-areas/yuma-county-az/yuma/,https://azmortgage.vercel.app/service-areas/yuma-county-az/yuma/,Yuma Mortgage Experts: Your Local Home Loans Partners,99,100,100,69,seo,2.0 s,1.1 s,0 ms,0,1.1 s,no
mobile,/specialty-loans/,https://azmortgage.vercel.app/specialty-loans/,Specialty Loans for All Your Unique Needs,99,100,100,69,seo,2.0 s,1.1 s,0 ms,0,1.1 s,no
mobile,/spouse-estate-considerations/,https://azmortgage.vercel.app/spouse-estate-considerations/,Spouse Mortgage and Estate Planning Tips,100,100,100,69,seo,1.7 s,1.0 s,0 ms,0,1.0 s,no
mobile,/the-broker-advantage/,https://azmortgage.vercel.app/the-broker-advantage/,Maximize Success with The Broker Advantage,99,96,100,69,seo,1.9 s,1.1 s,0 ms,0,1.1 s,no
mobile,/top-7-reasons-arizona-investment-home-buyers-choose-private-money-lenders/,https://azmortgage.vercel.app/top-7-reasons-arizona-investment-home-buyers-choose-private-money-lenders/,Top 7 Reasons Arizona Home Buyers Choose Private Money Lenders,99,100,100,69,seo,2.0 s,1.1 s,0 ms,0.001,1.1 s,no
mobile,/ultimate-guide-first-mortgage/,https://azmortgage.vercel.app/ultimate-guide-first-mortgage/,The Ultimate Guide to Your First Mortgage,99,96,100,69,seo,2.1 s,1.2 s,0 ms,0,1.2 s,no
mobile,/understanding-amortization-chart/,https://azmortgage.vercel.app/understanding-amortization-chart/,Understanding an Amortization Schedule - Mortgage Brothers,99,96,100,69,seo,1.9 s,1.1 s,0 ms,0,1.1 s,no
mobile,/va-loans-for-first-time-homebuyers-in-arizona-your-path-to-affordable-homeownership/,https://azmortgage.vercel.app/va-loans-for-first-time-homebuyers-in-arizona-your-path-to-affordable-homeownership/,VA Loans for First-Time Homebuyers in Arizona,100,100,100,69,seo,1.7 s,0.9 s,0 ms,0.001,0.9 s,no
mobile,/what-are-closing-costs-on-a-home-purchase/,https://azmortgage.vercel.app/what-are-closing-costs-on-a-home-purchase/,What Are Closing Costs on a Home Purchase? A Clear Breakdown,99,96,100,69,seo,1.9 s,1.1 s,0 ms,0,1.1 s,no
mobile,/what-are-mortgage-trigger-leads/,https://azmortgage.vercel.app/what-are-mortgage-trigger-leads/,What Are Mortgage Trigger Leads &amp; How to Stop Unwanted Calls,99,96,100,69,seo,1.9 s,1.1 s,0 ms,0,1.1 s,no
mobile,/what-if-my-spouse-dies-and-im-not-on-the-mortgage/,https://azmortgage.vercel.app/what-if-my-spouse-dies-and-im-not-on-the-mortgage/,What If My Spouse Dies and I am Not On The Mortgage?,99,96,100,69,seo,1.9 s,1.1 s,0 ms,0,1.1 s,no
mobile,/what-is-a-conventional-home-loan-the-complete-first-time-buyer-mortgage-guide/,https://azmortgage.vercel.app/what-is-a-conventional-home-loan-the-complete-first-time-buyer-mortgage-guide/,What Is a Conventional Home Loan? The Complete First-Time Buyer Mortgage Guide,99,96,100,69,seo,1.8 s,1.1 s,0 ms,0,1.3 s,no
mobile,/what-is-a-jumbo-loan-everything-you-need-to-know-before-applying/,https://azmortgage.vercel.app/what-is-a-jumbo-loan-everything-you-need-to-know-before-applying/,What Is a Jumbo Loan? Everything You Need to Know Before Applying,99,96,100,69,seo,2.0 s,1.2 s,0 ms,0,1.2 s,no
mobile,/what-is-an-example-of-a-mortgage-recast/,https://azmortgage.vercel.app/what-is-an-example-of-a-mortgage-recast/,What is an Example of a Mortgage Recast?,99,96,100,69,seo,2.1 s,1.2 s,0 ms,0,1.2 s,no
mobile,/what-is-the-difference-between-aan-arizona-condo-and-arizona-townhome/,https://azmortgage.vercel.app/what-is-the-difference-between-aan-arizona-condo-and-arizona-townhome/,What Is The Difference Between A Condo And A Townhome?,99,96,100,69,seo,1.9 s,1.1 s,0 ms,0,1.1 s,no
mobile,/what-you-need-to-know-about-the-arizona-prequalification-form/,https://azmortgage.vercel.app/what-you-need-to-know-about-the-arizona-prequalification-form/,What You Need to Know About the Arizona Prequalification Form,99,96,100,69,seo,1.9 s,1.1 s,0 ms,0,1.3 s,no
mobile,/when-is-a-mortgage-payment-actually-considered-late/,https://azmortgage.vercel.app/when-is-a-mortgage-payment-actually-considered-late/,When is a mortgage payment actually considered late?,99,96,100,69,seo,1.9 s,1.1 s,0 ms,0,1.1 s,no
mobile,/who-can-and-cannot-be-on-title-when-you-get-a-mortgage/,https://azmortgage.vercel.app/who-can-and-cannot-be-on-title-when-you-get-a-mortgage/,Who CAN and CANNOT Be On Title When you Get A Mortgage?,99,96,100,69,seo,1.9 s,1.1 s,0 ms,0,1.1 s,no
mobile,/who-qualifies-for-a-reverse-mortgage-understanding-eligibility-requirements/,https://azmortgage.vercel.app/who-qualifies-for-a-reverse-mortgage-understanding-eligibility-requirements/,Who Qualifies for a Reverse Mortgage? Understanding Eligibility,98,100,100,69,seo,2.0 s,1.8 s,0 ms,0.001,1.8 s,no
mobile,/why-use-an-arizona-mortgage-broker/,https://azmortgage.vercel.app/why-use-an-arizona-mortgage-broker/,Why Use an Arizona Mortgage Broker,100,96,100,69,seo,1.8 s,1.0 s,0 ms,0,1.1 s,no
